2025-11-27 15:47:28.995 | INFO     | AutoResponder initialized 
2025-11-27 16:12:53.503 | INFO     | 🔍 Running SSH diagnostics due to test failure... [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:53.503 | INFO     | 🔍 Diagnosing SSH connectivity to 172.31.0.10... [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:53.506 | INFO     | ✅ SSH client found at: /usr/bin/ssh [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:53.507 | INFO     | ✅ SSH key found at /root/.ssh/id_rsa_auto_responder [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:53.509 | INFO     | 🏠 Running from host: instance-20251104-1550 [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:53.512 | INFO     | 🌐 Our IPs: 127.0.0.1, 10.0.0.195, 172.17.0.1, 172.30.0.254, 172.31.0.254 [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:53.513 | INFO     | 🏓 Testing ping: ping -c 2 -W 3 172.31.0.10 [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:54.521 | INFO     | ✅ Ping to 172.31.0.10: SUCCESS [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:54.522 | INFO     | 🔐 Testing SSH: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=DEBUG -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_TEST_SUCCESS [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:54.529 | ERROR    | ❌ SSH connection to 172.31.0.10: FAILED (exit code: 255) [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:54.530 | INFO     | 🏁 SSH connectivity diagnosis completed for 172.31.0.10 [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:54.531 | INFO     | 🤖 Starting OpenCode execution on server... [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:54.531 | INFO     | 🔄 Full SSH command: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 'OPENCODE_API_KEY=sk-dbb9b6c... opencode run --agent soc_god "<context>"' [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:54.540 | ERROR    | ❌ SSH OpenCode execution FAILED on server (exit code: 255) [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:54.541 | INFO     | 🔍 SSH connection issue detected - running diagnostics... [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:54.541 | INFO     | 🔍 Diagnosing SSH connectivity to 172.31.0.10... [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:54.543 | INFO     | ✅ SSH client found at: /usr/bin/ssh [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:54.544 | INFO     | ✅ SSH key found at /root/.ssh/id_rsa_auto_responder [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:54.546 | INFO     | 🏠 Running from host: instance-20251104-1550 [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:54.549 | INFO     | 🌐 Our IPs: 127.0.0.1, 10.0.0.195, 172.17.0.1, 172.30.0.254, 172.31.0.254 [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:54.550 | INFO     | 🏓 Testing ping: ping -c 2 -W 3 172.31.0.10 [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:55.610 | INFO     | ✅ Ping to 172.31.0.10: SUCCESS [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:55.610 | INFO     | 🔐 Testing SSH: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=DEBUG -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_TEST_SUCCESS [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:55.621 | ERROR    | ❌ SSH connection to 172.31.0.10: FAILED (exit code: 255) [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:55.622 | INFO     | 🏁 SSH connectivity diagnosis completed for 172.31.0.10 [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:55.623 | ERROR    | ❌ All 3 SSH execution attempts failed for server [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:55.623 | ERROR    | ❌ Plan execution failed after 36.42s [alert:a9162218, exec:21c3ee5d]
2025-11-27 16:12:55.624 | INFO     | 🚨 NEW ALERT DETECTED - Source: unknown -> Target: unknown | Type: unknown [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:55.625 | INFO     | 📝 Generating remediation plan... [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:55.627 | INFO     | Alert formatted for planner (full text below) [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:55.632 | INFO     | ✅ Plan generated successfully (0.00s) | Executor: 172.31.0.10 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:55.634 | INFO     | 🚀 Starting plan execution via SSH... [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:55.634 | INFO     | 🎯 Target determined: server at 172.31.0.10 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:55.635 | INFO     | 🔑 Checking SSH key setup... 
2025-11-27 16:12:55.637 | INFO     | ✅ SSH client found: /usr/bin/ssh 
2025-11-27 16:12:55.639 | INFO     | ✅ ssh-keygen found: /usr/bin/ssh-keygen 
2025-11-27 16:12:55.640 | INFO     | ✅ SSH key permissions set correctly 
2025-11-27 16:12:55.641 | INFO     | 🚀 Executing plan via SSH on server (172.31.0.10) - attempt 1/3 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:55.641 | INFO     | 🔐 Testing SSH connectivity: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=ERROR -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_CONNECTIVITY_TEST [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:55.647 | ERROR    | ❌ SSH connectivity test failed for server (exit code: 255) [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:55.648 | INFO     | 🔍 Running SSH diagnostics due to test failure... [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:55.649 | INFO     | 🔍 Diagnosing SSH connectivity to 172.31.0.10... [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:55.650 | INFO     | ✅ SSH client found at: /usr/bin/ssh [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:55.651 | INFO     | ✅ SSH key found at /root/.ssh/id_rsa_auto_responder [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:55.653 | INFO     | 🏠 Running from host: instance-20251104-1550 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:55.656 | INFO     | 🌐 Our IPs: 127.0.0.1, 10.0.0.195, 172.17.0.1, 172.30.0.254, 172.31.0.254 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:55.657 | INFO     | 🏓 Testing ping: ping -c 2 -W 3 172.31.0.10 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:56.697 | INFO     | ✅ Ping to 172.31.0.10: SUCCESS [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:56.698 | INFO     | 🔐 Testing SSH: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=DEBUG -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_TEST_SUCCESS [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:56.704 | ERROR    | ❌ SSH connection to 172.31.0.10: FAILED (exit code: 255) [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:56.705 | INFO     | 🏁 SSH connectivity diagnosis completed for 172.31.0.10 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:56.705 | INFO     | 🤖 Starting OpenCode execution on server... [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:56.706 | INFO     | 🔄 Full SSH command: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 'OPENCODE_API_KEY=sk-dbb9b6c... opencode run --agent soc_god "<context>"' [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:56.713 | ERROR    | ❌ SSH OpenCode execution FAILED on server (exit code: 255) [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:56.713 | INFO     | 🔍 SSH connection issue detected - running diagnostics... [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:56.714 | INFO     | 🔍 Diagnosing SSH connectivity to 172.31.0.10... [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:56.715 | INFO     | ✅ SSH client found at: /usr/bin/ssh [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:56.715 | INFO     | ✅ SSH key found at /root/.ssh/id_rsa_auto_responder [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:56.716 | INFO     | 🏠 Running from host: instance-20251104-1550 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:56.719 | INFO     | 🌐 Our IPs: 127.0.0.1, 10.0.0.195, 172.17.0.1, 172.30.0.254, 172.31.0.254 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:56.719 | INFO     | 🏓 Testing ping: ping -c 2 -W 3 172.31.0.10 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:57.785 | INFO     | ✅ Ping to 172.31.0.10: SUCCESS [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:57.786 | INFO     | 🔐 Testing SSH: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=DEBUG -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_TEST_SUCCESS [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:57.791 | ERROR    | ❌ SSH connection to 172.31.0.10: FAILED (exit code: 255) [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:57.791 | INFO     | 🏁 SSH connectivity diagnosis completed for 172.31.0.10 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:12:57.792 | INFO     | ⏳ Retrying SSH execution in 10 seconds... [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:07.800 | INFO     | 🚀 Executing plan via SSH on server (172.31.0.10) - attempt 2/3 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:07.801 | INFO     | 🔐 Testing SSH connectivity: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=ERROR -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_CONNECTIVITY_TEST [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:07.806 | ERROR    | ❌ SSH connectivity test failed for server (exit code: 255) [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:07.807 | INFO     | 🔍 Running SSH diagnostics due to test failure... [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:07.807 | INFO     | 🔍 Diagnosing SSH connectivity to 172.31.0.10... [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:07.808 | INFO     | ✅ SSH client found at: /usr/bin/ssh [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:07.809 | INFO     | ✅ SSH key found at /root/.ssh/id_rsa_auto_responder [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:07.810 | INFO     | 🏠 Running from host: instance-20251104-1550 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:07.812 | INFO     | 🌐 Our IPs: 127.0.0.1, 10.0.0.195, 172.17.0.1, 172.30.0.254, 172.31.0.254 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:07.813 | INFO     | 🏓 Testing ping: ping -c 2 -W 3 172.31.0.10 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:08.857 | INFO     | ✅ Ping to 172.31.0.10: SUCCESS [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:08.858 | INFO     | 🔐 Testing SSH: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=DEBUG -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_TEST_SUCCESS [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:08.863 | ERROR    | ❌ SSH connection to 172.31.0.10: FAILED (exit code: 255) [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:08.863 | INFO     | 🏁 SSH connectivity diagnosis completed for 172.31.0.10 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:08.863 | INFO     | 🤖 Starting OpenCode execution on server... [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:08.864 | INFO     | 🔄 Full SSH command: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 'OPENCODE_API_KEY=sk-dbb9b6c... opencode run --agent soc_god "<context>"' [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:08.870 | ERROR    | ❌ SSH OpenCode execution FAILED on server (exit code: 255) [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:08.871 | INFO     | 🔍 SSH connection issue detected - running diagnostics... [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:08.871 | INFO     | 🔍 Diagnosing SSH connectivity to 172.31.0.10... [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:08.872 | INFO     | ✅ SSH client found at: /usr/bin/ssh [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:08.872 | INFO     | ✅ SSH key found at /root/.ssh/id_rsa_auto_responder [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:08.873 | INFO     | 🏠 Running from host: instance-20251104-1550 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:08.875 | INFO     | 🌐 Our IPs: 127.0.0.1, 10.0.0.195, 172.17.0.1, 172.30.0.254, 172.31.0.254 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:08.876 | INFO     | 🏓 Testing ping: ping -c 2 -W 3 172.31.0.10 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:09.881 | INFO     | ✅ Ping to 172.31.0.10: SUCCESS [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:09.882 | INFO     | 🔐 Testing SSH: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=DEBUG -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_TEST_SUCCESS [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:09.888 | ERROR    | ❌ SSH connection to 172.31.0.10: FAILED (exit code: 255) [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:09.888 | INFO     | 🏁 SSH connectivity diagnosis completed for 172.31.0.10 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:09.888 | INFO     | ⏳ Retrying SSH execution in 20 seconds... [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:29.909 | INFO     | 🚀 Executing plan via SSH on server (172.31.0.10) - attempt 3/3 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:29.910 | INFO     | 🔐 Testing SSH connectivity: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=ERROR -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_CONNECTIVITY_TEST [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:29.918 | ERROR    | ❌ SSH connectivity test failed for server (exit code: 255) [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:29.919 | INFO     | 🔍 Running SSH diagnostics due to test failure... [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:29.920 | INFO     | 🔍 Diagnosing SSH connectivity to 172.31.0.10... [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:29.922 | INFO     | ✅ SSH client found at: /usr/bin/ssh [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:29.922 | INFO     | ✅ SSH key found at /root/.ssh/id_rsa_auto_responder [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:29.924 | INFO     | 🏠 Running from host: instance-20251104-1550 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:29.929 | INFO     | 🌐 Our IPs: 127.0.0.1, 10.0.0.195, 172.17.0.1, 172.30.0.254, 172.31.0.254 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:29.930 | INFO     | 🏓 Testing ping: ping -c 2 -W 3 172.31.0.10 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:30.937 | INFO     | ✅ Ping to 172.31.0.10: SUCCESS [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:30.939 | INFO     | 🔐 Testing SSH: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=DEBUG -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_TEST_SUCCESS [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:30.945 | ERROR    | ❌ SSH connection to 172.31.0.10: FAILED (exit code: 255) [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:30.945 | INFO     | 🏁 SSH connectivity diagnosis completed for 172.31.0.10 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:30.946 | INFO     | 🤖 Starting OpenCode execution on server... [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:30.947 | INFO     | 🔄 Full SSH command: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 'OPENCODE_API_KEY=sk-dbb9b6c... opencode run --agent soc_god "<context>"' [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:30.955 | ERROR    | ❌ SSH OpenCode execution FAILED on server (exit code: 255) [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:30.956 | INFO     | 🔍 SSH connection issue detected - running diagnostics... [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:30.956 | INFO     | 🔍 Diagnosing SSH connectivity to 172.31.0.10... [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:30.957 | INFO     | ✅ SSH client found at: /usr/bin/ssh [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:30.958 | INFO     | ✅ SSH key found at /root/.ssh/id_rsa_auto_responder [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:30.959 | INFO     | 🏠 Running from host: instance-20251104-1550 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:30.962 | INFO     | 🌐 Our IPs: 127.0.0.1, 10.0.0.195, 172.17.0.1, 172.30.0.254, 172.31.0.254 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:30.962 | INFO     | 🏓 Testing ping: ping -c 2 -W 3 172.31.0.10 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:32.025 | INFO     | ✅ Ping to 172.31.0.10: SUCCESS [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:32.026 | INFO     | 🔐 Testing SSH: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=DEBUG -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_TEST_SUCCESS [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:32.033 | ERROR    | ❌ SSH connection to 172.31.0.10: FAILED (exit code: 255) [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:32.034 | INFO     | 🏁 SSH connectivity diagnosis completed for 172.31.0.10 [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:32.035 | ERROR    | ❌ All 3 SSH execution attempts failed for server [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:32.035 | ERROR    | ❌ Plan execution failed after 36.40s [alert:7628490b, exec:b5ebb5b7]
2025-11-27 16:13:32.036 | INFO     | 🚨 NEW ALERT DETECTED - Source: unknown -> Target: unknown | Type: unknown [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:32.037 | INFO     | 📝 Generating remediation plan... [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:32.037 | INFO     | Alert formatted for planner (full text below) [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:32.041 | INFO     | ✅ Plan generated successfully (0.00s) | Executor: 172.31.0.10 [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:32.042 | INFO     | 🚀 Starting plan execution via SSH... [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:32.043 | INFO     | 🎯 Target determined: server at 172.31.0.10 [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:32.043 | INFO     | 🔑 Checking SSH key setup... 
2025-11-27 16:13:32.045 | INFO     | ✅ SSH client found: /usr/bin/ssh 
2025-11-27 16:13:32.047 | INFO     | ✅ ssh-keygen found: /usr/bin/ssh-keygen 
2025-11-27 16:13:32.047 | INFO     | ✅ SSH key permissions set correctly 
2025-11-27 16:13:32.048 | INFO     | 🚀 Executing plan via SSH on server (172.31.0.10) - attempt 1/3 [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:32.048 | INFO     | 🔐 Testing SSH connectivity: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=ERROR -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_CONNECTIVITY_TEST [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:32.057 | ERROR    | ❌ SSH connectivity test failed for server (exit code: 255) [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:32.057 | INFO     | 🔍 Running SSH diagnostics due to test failure... [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:32.058 | INFO     | 🔍 Diagnosing SSH connectivity to 172.31.0.10... [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:32.060 | INFO     | ✅ SSH client found at: /usr/bin/ssh [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:32.060 | INFO     | ✅ SSH key found at /root/.ssh/id_rsa_auto_responder [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:32.062 | INFO     | 🏠 Running from host: instance-20251104-1550 [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:32.065 | INFO     | 🌐 Our IPs: 127.0.0.1, 10.0.0.195, 172.17.0.1, 172.30.0.254, 172.31.0.254 [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:32.066 | INFO     | 🏓 Testing ping: ping -c 2 -W 3 172.31.0.10 [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:33.114 | INFO     | ✅ Ping to 172.31.0.10: SUCCESS [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:33.115 | INFO     | 🔐 Testing SSH: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=DEBUG -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_TEST_SUCCESS [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:33.123 | ERROR    | ❌ SSH connection to 172.31.0.10: FAILED (exit code: 255) [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:33.124 | INFO     | 🏁 SSH connectivity diagnosis completed for 172.31.0.10 [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:33.124 | INFO     | 🤖 Starting OpenCode execution on server... [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:33.125 | INFO     | 🔄 Full SSH command: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 'OPENCODE_API_KEY=sk-dbb9b6c... opencode run --agent soc_god "<context>"' [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:33.133 | ERROR    | ❌ SSH OpenCode execution FAILED on server (exit code: 255) [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:33.133 | INFO     | 🔍 SSH connection issue detected - running diagnostics... [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:33.133 | INFO     | 🔍 Diagnosing SSH connectivity to 172.31.0.10... [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:33.135 | INFO     | ✅ SSH client found at: /usr/bin/ssh [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:33.136 | INFO     | ✅ SSH key found at /root/.ssh/id_rsa_auto_responder [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:33.137 | INFO     | 🏠 Running from host: instance-20251104-1550 [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:33.141 | INFO     | 🌐 Our IPs: 127.0.0.1, 10.0.0.195, 172.17.0.1, 172.30.0.254, 172.31.0.254 [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:33.141 | INFO     | 🏓 Testing ping: ping -c 2 -W 3 172.31.0.10 [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:34.201 | INFO     | ✅ Ping to 172.31.0.10: SUCCESS [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:34.202 | INFO     | 🔐 Testing SSH: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=DEBUG -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_TEST_SUCCESS [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:34.210 | ERROR    | ❌ SSH connection to 172.31.0.10: FAILED (exit code: 255) [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:34.211 | INFO     | 🏁 SSH connectivity diagnosis completed for 172.31.0.10 [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:34.211 | INFO     | ⏳ Retrying SSH execution in 10 seconds... [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:44.221 | INFO     | 🚀 Executing plan via SSH on server (172.31.0.10) - attempt 2/3 [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:44.221 | INFO     | 🔐 Testing SSH connectivity: ssh -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o BatchMode=yes -o LogLevel=ERROR -i /root/.ssh/id_rsa_auto_responder -p 22 root@172.31.0.10 echo SSH_CONNECTIVITY_TEST [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:44.230 | ERROR    | ❌ SSH connectivity test failed for server (exit code: 255) [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:44.232 | INFO     | 🔍 Running SSH diagnostics due to test failure... [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:44.233 | INFO     | 🔍 Diagnosing SSH connectivity to 172.31.0.10... [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:44.236 | INFO     | ✅ SSH client found at: /usr/bin/ssh [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:44.236 | INFO     | ✅ SSH key found at /root/.ssh/id_rsa_auto_responder [alert:27a9693a, exec:89e8a735]
2025-11-27 16:13:44.238 | INFO     | 🏠 Running from host: instance-20251104-1550 [alert:27a9693a, exec:89e8a735]
